study_id,checklist,checklist_item_id,section,topic,reporting_item_number,reporting_item,standardised_section,standardised_subsection,standardised_subsection_note,standardised_reporting_item_elements,standardised_reporting_item_elements_note,,
stewart_2015,snell_2023_abstract,snell_2023_abstract_item9,Discussion,Limitations of evidence,9,Provide a brief summary of the limitations of the evidence included in the review.,Abstract,Abstract,,Report any limitations identified in the studies included in the review,,,
stewart_2015,stewart_2015,stewart_2015_item2,Abstract,Structured summary,2,"Provide a structured summary including, as applicable, background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; funding for the systematic review; and systematic review registration number.",Abstract,Abstract,,Report any limitations identified in the studies included in the review,,,
stewart_2015,stewart_2015,stewart_2015_item6,Abstract,Structured summary,2d,"Discussion: state main strengths and limitations of the evidence, general interpretation of the results and any important implications.",Abstract,Abstract,,Report any limitations identified in the studies included in the review,,,
stewart_2015,tricco_2018,tricco_2018_item2,Abstract,Structured summary,2,"Provide a structured summary that includes (as applicable) background, objectives, eligibility criteria, sources of evidence, charting methods, results, and conclusions that relate to the review questions and objectives.",Abstract,Abstract,,Report any limitations identified in the studies included in the review,,,
stewart_2015,wang_2019,wang_2019_item2,abstract,structured summary,2â€ ,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,Abstract,,Report any limitations identified in the studies included in the review,,,
stewart_2015,welch_2012,welch_2012_item3,Abstract,,2,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,Abstract,,Report any limitations identified in the studies included in the review,,,
stewart_2015,zhang_2020,zhang_2020_item4,abstract,Abstract,2,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,Abstract,,Report any limitations identified in the studies included in the review,,,
stewart_2015,zhang_2020a,zhang_2020a_item4,abstract,structured summary,2,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,Abstract,,Report any limitations identified in the studies included in the review,,,
stewart_2015,zhao_2022,zhao_2022_item4,Structured summary,Structured summary,2,"Provide a structured summary including, as applicable, background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; funding for the systematic review; and systematic review registration number.",Abstract,Abstract,,Report any limitations identified in the studies included in the review,,,
stewart_2015,elsman_2024,elsman_2024_item53,discussion,discussion,30c,Discuss any limitations of the review processes used.,Discussion ,Discussion,,Report any limitations in the review methodology,,,
stewart_2015,guise_2017,guise_2017_item32,discussion,Discussion,25,"Discuss limitations at study and * outcome level (e.g., risk of bias), and at review-level (e.g., incomplete retrieval of identified research, reporting bias).",Discussion ,Discussion,,Report any limitations in the review methodology,,,
stewart_2015,obrien_2014,obrien_2014_item19,,Discussion,S19 Limitations,Trustworthiness and limitations of findings,Discussion,Discussion,,Report any limitations in the review methodology,,,
stewart_2015,stewart_2015,stewart_2015_item43,Discussion,Summary of evidence,24,"Summarise the main findings, including the strength of evidence for each main outcome.",Discussion,Discussion,,Report any limitations in the review methodology,,,
stewart_2015,stewart_2015,stewart_2015_item44,Discussion,Strengths and limitations,25,Discuss any important strengths and limitations of the evidence including the benefits of access to IPD and any limitations arising from IPD that were not available.,Discussion,Discussion,,Report any limitations in the review methodology,,,
stewart_2015,wang_2019,wang_2019_item30,discussion,limitations,25â€ ,"Discuss limitations at study and outcome level (e.g., risk of bias), and at review level (e.g., incomplete retrieval of identified research, reporting bias).",Discussion ,Discussion,,Report any limitations in the review methodology,,,
stewart_2015,zhang_2020,zhang_2020_item48,discussion,Discussion,25,"Discuss limitations at study and outcome level (e.g., risk of bias), and at review level (e.g., incomplete retrieval of identified research, reporting bias).",Discussion ,Discussion,,Report any limitations in the review methodology,,,
stewart_2015,zhao_2022,zhao_2022_item59,Summary of evidence,Summary of evidence,24_extension_ess,"The main findings including explanations of the rationality of animal model selection should be summarized, and the extrapolation of the results based on internal and external validity should be discussed.",Discussion,Discussion,,Report any limitations in the review methodology,,,
stewart_2015,zhao_2022,zhao_2022_item62,Limitations,Limitations,25_extension_ess,The extent and limitations of the association between animal models of diseases and human beings should be illustrated. The potential effects of the different methods of animal modeling and species selection on the results should be discussed.,Discussion,Discussion,,Report any limitations in the review methodology,,,
