study_id,checklist,checklist_item_id,section,topic,reporting_item_number,reporting_item,standardised_section,standardised_subsection,standardised_subsection_note,standardised_reporting_item_elements,standardised_reporting_item_elements_note,X,X.1
montazeri_2023,montazeri_2023,montazeri_2023_item7,Methods,Methods,7,"Keywords and systematization criteria (date of search, language, type of document) for the search.",Methodology,Information Sources and Search Strategy,,Report the type of document of the studies sought in the literature search,,NA,NA
montazeri_2023,montazeri_2023,montazeri_2023_item8,Methods,Methods,8,The period that the review covers and the justification.,Methodology,Eligibility Criteria ,,Report the relevant timerframe in eligiblity criteria of the review,,NA,NA
montazeri_2023,montazeri_2023,montazeri_2023_item9,Methods,Methods,9,"Describe all inclusion and exclusion criteria; languages; study design, type of publication and time period.",Methodology,Eligibility Criteria,,Report the relevant study design(s) in eligiblity criteria of the review,,NA,NA
montazeri_2023,montazeri_2023,montazeri_2023_item9,Methods,Methods,9,"Describe all inclusion and exclusion criteria; languages; study design, type of publication and time period.",Methodology,Eligibility Criteria,,Report the relevant timeframe in eligiblity criteria of the review,,NA,NA
montazeri_2023,montazeri_2023,montazeri_2023_item9,Methods,Methods,9,"Describe all inclusion and exclusion criteria; languages; study design, type of publication and time period.",Methodology,Eligibility Criteria,,Report the relevant publication status in eligibility criteria of the review,,NA,NA
montazeri_2023,montazeri_2023,montazeri_2023_item9,Methods,Methods,9,"Describe all inclusion and exclusion criteria; languages; study design, type of publication and time period.",Methodology,Eligibility Criteria,,Report the relevant language(s) in the eligibility criteria in the review,,NA,NA
muller_2018,muller_2018,muller_2018_item1,NA,NA,NA,The research question is specifically defined,Introduction,Objectives,,NA,,NA,NA
page_2021,page_2021_extended,page_2021_extended_item25,Methods,Information sources,6.element3,"For study registers, regulatory databases or repositories: give the name and any date restrictions applied.",Methodology,Information Sources and Search Strategy,,Report the date of the literature search,,NA,NA
page_2021,page_2021_extended,page_2021_extended_item25,Methods,Information sources,6.element3,"For study registers, regulatory databases or repositories: give the name and any date restrictions applied.",Methodology,Information Sources and Search Strategy,,Report the registries used to conduct the literature search,,NA,NA
muller_2018,muller_2018,muller_2018_item2,NA,NA,NA,The literature search was systematic,Methodology,Information Sources and Search Strategy,,NA,,NA,NA
muller_2018,muller_2018,muller_2018_item3,NA,NA,NA,Detailed inclusion and exclusion criteria are included,Methodology,Eligibility Criteria,,Report the inclusion and exclusion criteria for the review,,NA,NA
muller_2018,muller_2018,muller_2018_item4,NA,NA,NA,Sample overlap was taken into account,Methodology,Data Collection Process and Data Items,,Report the method used to identify overlapping primary studies and primary study characteristics,,NA,NA
muller_2018,muller_2018,muller_2018_item5,NA,NA,NA,All experiments use the same search coverage,Methodology,Information Sources and Search Strategy,,NA,,NA,NA
page_2021,page_2021_extended,page_2021_extended_item26,Methods,Information sources,6.element4,For websites/search engines/other online sources: provide the name and URL.,Methodology,Information Sources and Search Strategy,,Report any additional literature search strategies,,NA,NA
muller_2018,muller_2018,muller_2018_item7,NA,NA,NA,Data extraction have been conducted by two investigators or double checked,Methodology,Data Collection Process and Data Items,,Report the number of people who conducted the literature screening,,NA,NA
muller_2018,muller_2018,muller_2018_item8,NA,NA,NA,"The paper includes a table with references, study description, contrasts and samples",Methodology,,,NA,,NA,NA
levitt_2018,levitt_2018,levitt_2018_item4,Title page,Author note,,Acknowledge conflicts of interest.,Other,competing interests,,Report any conflict of interest that could influence the results of the review,,NA,NA
murad_2017,murad_2017,murad_2017_item1,Title,Title,,Identify the report as a meta-epidemiologic study.,Title,Title,,Report the methodology of the review,,NA,NA
murad_2017,murad_2017,murad_2017_item10,Methods,Data collection process,,"Describe method of data extraction from reports (eg, piloted forms, independently, in duplicate) and any processes used for manipulating data or obtaining and confirming data from investigators.",Methodology,Data Collection Process and Data Items,,Report the strategy used to extract data from synthesised studies in the review,,NA,NA
murad_2017,murad_2017,murad_2017_item10,Methods,Data collection process,,"Describe method of data extraction from reports (eg, piloted forms, independently, in duplicate) and any processes used for manipulating data or obtaining and confirming data from investigators.",Methodology,Data Collection Process and Data Items,,Report the number of people who conducted the data extraction,,NA,NA
murad_2017,murad_2017,murad_2017_item10,Methods,Data collection process,,"Describe method of data extraction from reports (eg, piloted forms, independently, in duplicate) and any processes used for manipulating data or obtaining and confirming data from investigators.",Methodology,Data Collection Process and Data Items,,Report whether the data extraction was conducted independently or whether reviewers were aware of each other�s decisions,,NA,NA
murad_2017,murad_2017,murad_2017_item11,Methods,Data items,,List and define all variables for which data were sought and any assumptions and imputations made.,Methodology,Data Collection Process and Data Items,,Report all of the data extraction variables,,NA,NA
murad_2017,murad_2017,murad_2017_item12,Methods,Risk of bias in individual studies,,"If risk of bias assessment of individual studies was relevant to the analysis, describe the items used and how this information is to be used during data synthesis.",Methodology,Study Risk of Bias Assessment,,Report the methods used for assessing risk of bias/methodological quality in synthesised studies,,NA,NA
murad_2017,murad_2017,murad_2017_item12,Methods,Risk of bias in individual studies,,"If risk of bias assessment of individual studies was relevant to the analysis, describe the items used and how this information is to be used during data synthesis.",Methodology,Study Risk of Bias Assessment,,Report how the assessment of risk of bias/methological quality was used in the synthesis,,NA,NA
murad_2017,murad_2017,murad_2017_item13,Methods,Summary measures,,"State the principal summary measures (eg, ratio of risk ratios, difference in means) and explain its meaning and direction to readers.",Methodology,Effect Measures,,Report the effect size measured,,NA,NA
murad_2017,murad_2017,murad_2017_item13,Methods,Summary measures,,"State the principal summary measures (eg, ratio of risk ratios, difference in means) and explain its meaning and direction to readers.",Methodology,Effect Measures,,Provide an interpretation of the effect size measured,,NA,NA
stewart_2015,stewart_2015,stewart_2015_item30,Methods,Exploration of variation in effects,A2,"If applicable, describe any methods used to explore variation in effects by study or participant level characteristics (such as estimation of interactions between effect and covariates). State all participant-level characteristics that were analysed as potential effect modifiers, and whether these were pre-specified.",Methodology,Synthesis Methods,,Report the methods used to explore sources of heterogeneity,,NA,NA
