study_id,checklist,checklist_item_id,section,topic,reporting_item_number,reporting_item,standardised_section,language,check 
obrien_2014,obrien_2014,obrien_2014_item18,,Discussion,"S18 Integration with prior work, implications, transferability, and contribution(s) to the field","Short summary of main findings; explanation of how findings and conclusions connect to, support, elaborate on, or challenge conclusions of earlier scholarship; discussion of scope of application/generalizability; identification of unique contribution(s) to scholarship in a discipline or field",Discussion,english,km
obrien_2014,obrien_2014,obrien_2014_item19,,Discussion,S19 Limitations,Trustworthiness and limitations of findings,Discussion,english,km
obrien_2014,obrien_2014,obrien_2014_item2,,Title and abstract,S2 Abstract,"Summary of key elements of the study using the abstract format of the intended publication; typically includes objective, methods, results, and conclusions apa?",Abstract,english,km
obrien_2014,obrien_2014,obrien_2014_item20,,Other,S20 Conflicts of interest,Potential sources of influence or perceived influence on study conduct and conclusions; how these were managed,Other Information,english,km
obrien_2014,obrien_2014,obrien_2014_item21,,Other,S21 Funding,"Sources of funding and other support; role of funders in data collection, interpretation, and reporting",Other Information,english,km
obrien_2014,obrien_2014,obrien_2014_item3,,Introduction,S3 Problem formulation,Description and significance of the problem/phenomenon studied; review of relevant theory and empirical work; problem statement,Introduction,english,km
obrien_2014,obrien_2014,obrien_2014_item4,,Introduction,S4 Purpose or research question,Purpose of the study and specific objectives or questions,Introduction,english,km
obrien_2014,obrien_2014,obrien_2014_item5,,Methods,S5 Qualitative approach and research paradigm,"Qualitative approach (e.g., ethnography, grounded theory, case study, phenomenology, narrative research) and guiding theory if appropriate; identifying the research paradigm (e.g., positivist, constructivist/interpretivist) is also recommended apa?",Methodology,english,km
obrien_2014,obrien_2014,obrien_2014_item6,,Methods,S6 Researcher characteristics and reflexivity,"Researchersí characteristics that may influence the research, including personal attributes, qualifications/experience, relationship with participants, assumptions, or presuppositions; potential or actual interaction between researchersí characteristics and the research questions, approach, methods, results, or transferability apa?",Methodology,english,km
obrien_2014,obrien_2014,obrien_2014_item7,,Methods,S7 Context,Setting/site and salient contextual factors; rationale,Methodology,english,km
obrien_2014,obrien_2014,obrien_2014_item8,,Methods,S8 Sampling strategy,"How and why research participants, documents, or events were selected; criteria for deciding when no further sampling was necessary (e.g., sampling saturation); rationale",Methodology,english,km
obrien_2014,obrien_2014,obrien_2014_item9,,Methods,S9 Ethical issues pertaining to human subjects,"Documentation of approval by an appropriate ethics review board and participant consent, or explanation for lack thereof; other confidentiality and data security issues",Methodology,english,km
odea_2020,odea_2020,odea_2020_item1,Title and abstract,,1.1,"Identify the review as a systematic review, meta-analysis, or both",Title,english,km
odea_2020,odea_2020,odea_2020_item10,Aims and questions,,2.4,State the primary questions the review addresses (e.g. which moderators were tested),Introduction,english,km
odea_2020,odea_2020,odea_2020_item11,Aims and questions,,2.5,Describe whether effect sizes were derived from experimental and/or observational comparisons,Introduction,english,km
odea_2020,odea_2020,odea_2020_item12,Review registration,,3.1,"Register review aims, hypotheses (if applicable), and methods in a time-stamped and publicly accessible archive and provide a link to the registration in the methods section of the manuscript. Ideally registration occurs before the search, but it can be done at any stage before data analysis.",Other Information,english,km
odea_2020,odea_2020,odea_2020_item13,Review registration,,3.2,Describe deviations from the registered aims and methods,Other Information,english,km
odea_2020,odea_2020,odea_2020_item14,Review registration,,3.3,Justify deviations from the registered aims and methods,Other Information,english,km
odea_2020,odea_2020,odea_2020_item15,Eligibility criteria,,4.1,"Report the specific criteria used for including or excluding studies when screening titles and/or abstracts, and full texts, according to the aims of the systematic review (e.g. study design, taxa, data availability)",Methodology,english,km
odea_2020,odea_2020,odea_2020_item16,Eligibility criteria,,4.2,"Justify criteria, if necessary (i.e. not obvious from aims and scope)",Methodology,english,km
odea_2020,odea_2020,odea_2020_item17,Finding studies,,5.1,"Define the type of search (e.g. comprehensive search, representative sample)",Methodology,english,km
odea_2020,odea_2020,odea_2020_item18,Finding studies,,5.2,"State what sources of information were sought (e.g. published and unpublished studies, personal communications)",Methodology,english,km
odea_2020,odea_2020,odea_2020_item19,Finding studies,,5.3,"Include, for each database searched, the exact search strings used, with keyword combinations and Boolean operators",Methodology,english,km
odea_2020,odea_2020,odea_2020_item2,Title and abstract,,1.2,Summarise the aims and scope of the review,Abstract,english,km
odea_2020,odea_2020,odea_2020_item20,Finding studies,,5.4,"Provide enough information to repeat the equivalent search (if possible), including the timespan covered (start and end dates)",Methodology,english,km
odea_2020,odea_2020,odea_2020_item21,Study selection,,6.1,"Describe how studies were selected for inclusion at each stage of the screening process (e.g. use of decision trees, screening software)",Methodology,english,km
odea_2020,odea_2020,odea_2020_item22,Study selection,,6.2,Report the number of people involved and how they contributed (e.g. independent parallel screening),Methodology,english,km
odea_2020,odea_2020,odea_2020_item23,Data collection process,,7.1,Describe where in the reports data were collected from (e.g. text or figures),Methodology,english,km
odea_2020,odea_2020,odea_2020_item24,Data collection process,,7.2,"Describe how data were collected (e.g. software used to digitize figures, external data sources)",Methodology,english,km
odea_2020,odea_2020,odea_2020_item25,Data collection process,,7.3,Describe moderator variables that were constructed from collected data (e.g. number of generations calculated from years and average generation time),Methodology,english,km
odea_2020,odea_2020,odea_2020_item26,Data collection process,,7.4,"Report how missing or ambiguous information was dealt with during data collection (e.g. authors of original studies were contacted for missing descriptive statistics, and/or effect sizes were calculated from test statistics)",Methodology,english,km
